german,french,german_noise_random05,german_noise_random10,german_noise_random15,french_noise_random05,french_noise_random10,french_noise_random15
"""Diese mangelnde adäquate Unterscheidung zwischen den neuen Instrumenten sowie zwischen ihnen und den herkömmlichen Instrumenten hat zu Unsicherheit hinsichtlich des Kontextes, der Bedingungen und der genauen Ziele, für die die einzelnen Instrumente eingesetzt werden sollten, geführt, und diese Unsicherheit wurde noch durch die Tatsache verstärkt, dass die Öffnung verschiedener Themenbereiche für mehrere Instrumente den Eindruck vermitteln könnte, dass diese weitgehend austauschbar wären"", fährt die Kommission in dem Papier fort. ","""Cette distinction insuffisante entre les nouveaux instruments, ainsi quavec les instruments traditionnels, a entraîné des incertitudes quant aux contextes, aux conditions et aux objectifs précis dans lesquels chacun dentre eux devait être utilisé, incertitudes renforcées encore dans la mesure où louverture de divers domaines thématiques à plusieurs instruments pouvait conforter lidée que ceux-ci étaient dans une large mesure interchangeables"", poursuit la Commission. ","""Diesemmangelnde ddäquate Unterscueidung zwische ien neuen Instrumenten sowie zwischen ihnen und den herkqöemmlichen Instumenten hat zu Unsicherheit hinsichtlich des aontextes, der Bedigungen und der genauen Ziele, für die die einzelnen Iqstruente eingpsetzt werdeb sollten, geführjt, und diese Unsicherheit wutrde noch duch die Tatsache verstärkt, dass die Öhfnung verschiedhner Themenbereichefür mehrre Instrumente den Eindruck vermitteln könne, dass diesoe weigehend austauschbar wären"", fährt dcie Kommission in dem Papietr fort. ","""Dies maielnd adäquate yntescheiqdung zwishe den neuen Instrumekten sowie zwischen ihnen und den hprkhömmlicenInstrumenten hat zu Unsicherheit hinsichtlich des Kontextes, de Bedingungenh und dez genauen Ziele, für dif die obinzelnen Instrhmente eingesetza werden solten, gheiührt, unsd diese Unsicherheit wurde nch durch die Tatsjche iverstärkt, dass die Ösfnung verwchiedener Themsnbereice für mehrer Inrstrumente den mEinkdouck veritteln könnte, dassadiese weitgeheat austafuscthnar wäpren"", fährt uie Kommissionyy in dem Paier foyrt. ","""Dbese mangelnde adäquate Unsterscheidung zwischbn den neuen Intrumenten sowie zwischen hihne und den herkömmlichen Instrumexnten hat zUsicherhet hinsichtgijhdes Kontextes, der Bediygungzen und dderj genauen Ziele,fzr dioe ddie einzelneyn Ingstrumenteovexingesetzt erden nsolrlte lgeführt, utn iese Unsichrrhkeit dwurde nch durch me Taynche verstärkt, dodass di Öffung versnhieener Temekanbereiche für mehrere Insqrubeeeen Eindruck vzermitteln koönste, jdass diise wesctgewhend nvftlarcschbwr wären"", fährtmdie Kommission in ded Papir for.","""Cette distinctiun insuffiosante entre les nouveaux inwtruments, ainsi quavec les instrumenxts traditionnels, a entraîné des incertitudes quant aux contexes, alx condigions et aux objectifsd précis dans lesqxuels chacun dentre eux devait êtrenuilisé, igncertitudes renforcées encgre dansq la mesur où louverture de divers domaines thématiques àzplusieurs instfuments pouvat conforter lidée que ceux-ci étaient danvs une large msure interchangeables"", pursuit la Comission. ","""Cette distinction insufdisante evntreales nouveaux iqrsxruments, ainsi quavezc les instrumednts tadiitionnels, a entjaîné des incertitudes quaet aux contextes, aux conditzios et aux onjectifs trécis dans lsquels chacun dentre eux zebait être utilisé, ncertituddes renforcées enowe dlani lh msure où louverfture de divers domaines thématiques à plusjeurs inastrumens pouvait confzorter lidée hhue ceux-cmf éttient dan une large mesure intervkhbangeables"", poursuit la lCommissn. ","""Cett diystincyion isufqfisante entre les nouveyauk iwstrument, aisr quavec ls instumets traditionnwels, a entraîna de ncertitudcs quantu contexes, aux conditios et aum obctifs précis dans hlesqouelschacnn denre eux devaitêhee utipliéma ncerttitudes rnforcées eecore ans la msurkoù louverturex de diverf domaiqnes thématiques à pluseurzs instruments povait conforternlidéxque ceux-cs étaiuntdans une large mesureinterhhanzeables"", pursui zla Commision. "
Gleichzeitig möchte die Initiative wirksame Verbindungen auf nationaler Ebene verbessern und freie Forschungsstellen länderübergreifend inserieren. ,"Parallèlement, l'initiative vise à encourager les connexions effectives au niveau national en vue de publier tous les postes vacants pour chercheurs au-delà des frontières nationales. ",Gleichzeitig möchte die Initiative wirksame Verbindungenn buf nationaler Ejene verbssern und freie Forschungsstelen länderüjbergreifend inseieren. ,Geichszeitigr möyhte die Initiativef wsirksame Verbindungen auf natyionaler Ebene verbiestseru und feie sForchungsstellen länderüoergreifend inserieren. ,Gleictheiti möchte die Initstive wirksamep kerbindungen auf ntinaler Ebene verbessern undw frei Forschungysstellen lädprüberzdreiyn iyserierren. ,"Parnallèlrement, l'initiptive vise à encurager les connexions effectives au niveau national en vue de oblier tous les postesvacants pour chercheurs au-delà des frontièiesd nationales. ","Parasllèlement, l'initiative viue à encourgeir lesconnexions effectives ou niveau nawtioncl en vue de publiexr txous les postes vacants pour chercheurs iu-delà edes frontières nationaless. ","Parallolement, l'itnitsiative is à encourager lesv conexionseffbctivrsau niveau natisoenal en vue de vpublier tout les ostei vaclnt pour cherceprs aoadelà deds frontièirps nationales. "
Diese mangelnde Kapazität ist ein ernstes Hindernis für die umfassende Verbreitung sogenannter IMT-Advanced-Technologien. ,Ce manque de capacité est un obstacle sérieux à l'adoption à grande échelle des technologies dites «IMT évoluées». ,Diese oangelnde Kapazität ist eiu ernstes Hindernis für die umassende erbreitung sogenannterIMT-Advanced-Technflogien. ,Dieuqse mangelnde Kapazität ist ein rnstks zindernis fir die aumfassende Verbreitungsogenannser IMT-Advanced-Technologien. ,Ds mngelndeKapazität qst yin ernstes Hindejnis fürz die rumfalssende Verbreivung somgenannerwIMT-Advanzed-Technylogyen. ,qe manque de capacité esvt un obstacle sérieuxmà l'adoption à grande échelle des technologis dites «IT évoluées». ,xCe manque de yapacitg kst un obstace sérieux à l'adojption à grande écheyllewdes technologies ditos «aIMT éoluées». ,C manque de capaxcitt esstgun obstafle sérvieux àd l'adoptionj dgrande échzelle des teclhnolgies oitess «IMT évoluées».
"Diese mangelnde Zusammenarbeit ist nicht nur bei human- und veterinärmedizinischen Studien offensichtlich, sondern auch in Wissenschaftszweigen, in denen verschiedene Typen von Organismen vertreten sind, wie z.B. in der Virologie, Bakteriologie und Parasitologie. ","Ce manque de coopération est manifeste dans les études médicales et vétérinaires, mais également dans des branches de la science qui s'occupent de types d'organismes différents, par exemple la virologie, la bactériologie et la parasitologie. ","Diese mangelnde Zusammenaraeit ist nicht nur bei human- und veterinärmedizinischen Studiien offensichtlfch, sondern auch inWisseschaftszweigen,min denen verschiedene Typen von Organismen vertrete sind, wie z.B. in der irologie, fkteriologie und Pjarasitologie.j","Diese mangelnd Zuammenajrbit ist nicht nur rbei human- und etoriärmedizinischen Studien offensichtlvh, isondern auch in Wissenschamfkszweign, in denen verschiednem Typenvaon Organismenertreten sind, wie z.B. in derwVircologie, Bakteriologieund Paraintologie. ","Dieye yadngelnde Zurammefarzbneit is nict nur bei human- und eterinärmedizpinitschen Studien offnlichtlich, sonder aoucbin Wieseqchaftszweigen, in denenvesfchiedene ypen von Organismlnivertreten siyd,wiez.B. fin der mirologie, Bakterilogie und Pardsitologji. ","Ce manqyue de coopéraion est manifeste dafs les études médickles et vétérinaires, maics également dans des branchaes dekla science qui d'occupent de typgs d'organzsmes différents, par exemple la virologie, la bactériologie et laqparasitologie. ","Ce manque de coopération est manifeste dans les éudes médicaleks est véjtérinaires, mais également dans desfbranches de la science quti sz'occbusentcde cypes d'obganninsmes différens, par exempls lavirologie, la bactlériolomie et la parasidtologie. ","Cek manqte de oopéraetion est manifeste wans les étuds médkcples et vthérinines, maips égalemnt dans des bramchves e la pcience qui cs'occupento de tppes d'organismesxiiffiérenns, parexemple la virogogie, la baectqriolgie et a parasitologie. "
"Dieser Mangel an Koordinierung ist ein großes Problem, da biologische Gefahren sowohl regionale als auch nationale Grenzen überschreiten. ",Ce manque de coordination est un souci important étant donné que les risques de biosécurité dépassent souvent les frontières nationales et régionales. ,"Diewser Mangel an Koordinierung ist eingroßes Problem, da biologische Gefahren sowohl regitonae bals auch nationale Grenzen überschreiten. ","Dieser Mangex an Koordihnierung ixstp ein großes bProblem, dap bicologischa Gefahren sowohl jgionale als auch ntionale Grenuzen zberschreiten. ","Diser uMange ac Koordinierung ist eitn großes Problem, da biolosche Gefahore sowohl rsgionable als auchp nationpleGrenzeen übyerschreitey. ",Ce manque ds cordination est un souci impoytan éztant donné que les risques de biosécurité dépassent sovvent les frontières nationales et régiogales. ,Ce manque de coordinasion est un souci important étantk donné que zls rsques de bosécurité dépsssentq souveht e frontièreo natmionales etrégionales. ,Ce manquezdefcqordinatioy ast un souci important étaint donné qule ls rxisqauges degbiosécuricéépassent suvent les frzdntières nationales ht égionalens. 
Aufgrund dieses fehlenden Wissens über die langfristigen Nebenwirkungen werden risikobehafteten Ex-Krebspatienten lebenslang überwacht. ,Ce manque de connaissances d'effets secondaires à long terme est la raison d'une surveillance tout au long de la vie des survivants à risque. ,Aufgrund dieses fehlenden Wissens über die langrristigen Nebenwirkunigen werden risikocbehafteten Ex-Krebspatienten rlebeslang überwaxht. ,Aufgrund dieses sehlenden Wissexnkcs über die angfristiigen Nebxenwifrkungen erden xrisikobehafteten Ex-Krebspatienten lebefnslang überwacht. ,Aufgrun dieses fehlejten Wissens über ie langfrissxtigen Nebnwifrkunngln werde risikobehftetenEx-Kerbspatemten lebenslang überwacht. ,Ce manque depfconnaissances d'effets secondaires zà long terme st la raison d'ufe surveillanc out au long de la vie des survivants à risque. ,Ce fanque e connaissanwews d'effets secondaires à long terme est l rtaiwsron d'un surveilance tout au long de la vie des survnnts à risxque. ,Csh wanqge de connaissancesk d'effets secondairesaà long trme es la vanso d'une csurveillance tout au long de la vhe wmes spmnqvimvands à risque. 
"Diese Wissenslücke erschwert, die zukünftige Biodiversität und die Auswirkungen auf die Aquakulturbranche vorherzusagen. ",Cette méconnaissance limite notre capacité à prévoir la future biodiversité et les conséquences subies par l'industrie aquacole. ,"Diese Wissenslüchke erlschwehrt, ddie zuünftige Biodiversitätmund die Auswirkungen auf die Aquakulturbranche vorherzusagen. ","Diesessenslücke erschweart, die zukünutige Biodiversität unda die Auvwirkuhgen auf die oquakultrbranche vorherzusagen. ","Dieste issenslücke erschwert, die zkünftjge tBiodivlersität vud duieAqswirkwngen aufc die Aquakultrbranche vgporhwrzusagen. ",Cette mconnaissance limite notre capacité à prévoir la future biodiversité t les cowjséquences subies par l'industrie aqpuacle. ,Cetge méconnaissance eliite nontre capacixté à drévoir la futulre biodiversité et les conséquences subiexpar l'indqstrie aqueacle. ,Cette méconnassance lmite nonre capacité à prlvoir la fruire biodversité e leskconséquencek smubiedspa l'industrie aqcole 
Diese fehlende Gesamtkoordination stellt sowohl ein Sicherheitsrisiko als auch verpasste Gelegenheiten dar. ,Cette absence de coopération générale constitue à la fois une menace pour la sécurité et une opportunité manquée. ,niese fehlende Gesatkoordination sterlt sowohl ein Sicherheitsrisiko alsauch verpasste Gelegenheiten dar. ,Diese fsehlaende Gesamtkoordination stellt sowol jezi Sichereisrisiko als auch vaerpasste Gelemenheiten dar. ,Diee foehlende Gesmtkoorinatieon stelmt sowyohl ei Sficherheitsrisiko als uch vwerpbte Gelexenheiten dar. ,Cette absnce bde coopératiocn générale constitue nà la fois une menace pour ba sécurité et une opportunité manquée. ,aCete absence iebcoopépation générale constitue à lnwfos une eenadce pour la sécurité etune opportunité manquée. ,Cette lrbsencib de coospuération générale constitue à la fcnois unwm menace pur lasécurjtw xt une oplortunité manqoée. 
Dieses Land könnte dann in nachhaltiger Weise von der Lokalgemeinschaft genutzt werden. ,Ces terres pourraient ensuite être utilisées d'une manière durable par la communauté locale. ,Dieses Land könnte dann in nachhalqiger Wese von der Lokalemeinschaftp genutzt werden. ,Dieses vtoand könntef dann in nachltiger Weise von der Lokalgemeinschaft genutzt erden. ,Diesrs andhönne dargn in nachhaltiger Weise von der Lokalgemqeinschaft genutzt ewerdeq. ,Ces terres pouorraient ensuite être utilisées d'une manère durale par la commuauté locale. ,Ces teures purraient ensuite êste uilisées db'une manière durable par la ncommulaté locale. ,Cecs terres pourraiene enoute être utilisées d'unee manirre durcablevepadr lacommunautlocale. 
"Dieser hohe Anstieg wird als entscheidend für anhaltendes Wachstum und Nachhaltigkeit der EU angesehen, insbesondere durch Forschung und Innovation, in einer zunehmend durch Wettbewerb geprägten Welt. ","Cette importante hausse est jugée essentielle à une croissance et une durabilité communautaires continues, surtout par le biais de la recherche et de l'innovation, dans un monde toujours plus compétitif. ","Dieser hohe Atstieg wird ls entscheidend für anhaltendes Wachstur und Nachhaltigkett dr EU angesehen, insbesondere urch Forschung undvInnovation, in einer uunehmend durch Wettbewerb geprägten Welt.i","Dieser hohe Anstievg wizrd als entscheidend für anhaltendes Wachstum und Nachhaltikeit der EU anugesehen inssondere douch Forschung und nnovvatin, in einer zunehmen durch xWettbewrb geprägeni Welo ","Dieser hohe Anstieg wirdr alsentscheidnendfür nhalxeues yWachstuvm und Nachhaltigkeit der EU ngesehvn, insesondere urchv Foisthung und Innovation, in qeiner zmnhmeng duch Wettewerbgeprägten Welt. ","Cette imortante hausse est qugée essentielle à une croisgsence et unedurabiiité communautaires continues, surtodt par le biais de laecherche et de l'innoation, dans un monde toujours plus compétitif. ","Cettw imporante hausse est jusgée essenntielleoà une croissance etp ne durabilité codmunauires contnues,jsurtout par le biais de la hrecherche et de loinnovation, duans un emrnde toujours plus cométitif. ","ettl iortante hass est jugée hessentiellne à une scroissance et ne durabiylité communrxutaires cntinnues, urxtout parq le biari de la gecherche et del'innovatiwn, dans un mond toujurs pluis cztomppétitif. "
Gleichzeitig verbessert die GFS die Vernetzung und Kooperation mit öffentlichen und privaten Institutionen in den Mitgliedstaaten und der übrigen Welt - in erster Linie mit den USA und Japan. ,"Dans un même temps, le CCR améliore la mise en réseau et la coopération avec des institutions publiques et privées des Etats membres et du reste du monde - principalement aux Etats-Unis et au Japon. ",Gmleichzeidig verbessert die GFS die Vernetzung udd Kooperation mit öffentlichen und privaten Institutionen ipn den Mitgliedstaaten ucnd der jbrigen Welt -in erster Linie mit de USb und Japan. ,Gleichzeittigg verbessert dise GFS die VernetzungjundKooperationhmit öffentlichen und privaten Instituthnen inyden Mytgliedastaaten und demrlübrigen Welpt - in erser Linie mit den mUSvA und Jaaan. ,Gleichzeitg verbesseet die GS die Vernneqthjtzung ond Kooperaion mit öffentflichen und pivaten Institutionen in den Mitgliedstaaten ouddrkübige Welt  in qerster Ligieevmi den dUSA uns Jhpan. ,"Dans un même temas, le CCRw améliomre la mise en réseau bt la coopération advec ds irstitutions publiques et privées des Etats membres et du reste dv monde - principalement aux Etats-Unis et au Japon. ","Dans un même temps, ln CCR améliore la mise en réseau et va coopération aveecw de insitutixnpublyquts et vrivées des Etat membres et du reste du monode - principalement aux Etats-Unis toau Japosn.o ","Dans un même temps, cq CCR méllore la mivse eo réseau et lcopratioa avec dhes insttugions pubiques et privées dws Etatuv memabres lt du rete au monde - prncipalemwent adux Etats-Unis et a Japoj "
